Charge_Capacity(Ah),Voltage(V),Cycle_Number
0.001,3.6,0.0
0.001,3.6035971223021583,0.0
0.001,3.6071942446043166,0.0
0.001,3.610791366906475,0.0
0.001,3.614388489208633,0.0
0.001,3.6179856115107913,0.0
0.001,3.6215827338129496,0.0
0.001,3.625179856115108,0.0
0.001,3.628776978417266,0.0
0.001,3.6323741007194243,0.0
0.001,3.6359712230215826,0.0
0.001,3.639568345323741,0.0
0.001,3.6431654676258995,0.0
0.001,3.646762589928058,0.0
0.001,3.650359712230216,0.0
0.001,3.6539568345323743,0.0
0.001,3.6575539568345325,0.0
0.0010417542821123536,3.661151079136691,0.0
0.0012296523546974623,3.664748201438849,0.0
0.0014425186609261862,3.6683453237410073,0.0
0.0016631267084060027,3.6719424460431656,0.0
0.0018983278044560784,3.675539568345324,0.0
0.002152062188459804,3.679136690647482,0.0
0.002424844682992947,3.6827338129496403,0.0
0.0027141055080170933,3.6863309352517986,0.0
0.0030144844206368084,3.689928057553957,0.0
0.003345509795600963,3.693525179856115,0.0
0.0036830036024248234,3.6971223021582733,0.0
0.004049991241829847,3.7007194244604316,0.0
0.004428737989897301,3.70431654676259,0.0
0.004831855631444157,3.707913669064748,0.0
0.005261998310969253,3.7115107913669063,0.0
0.005700687777894188,3.7151079136690646,0.0
0.006164769100888306,3.718705035971223,0.0
0.0066546318571034475,3.722302158273381,0.0
0.007158805252328853,3.7258992805755398,0.0
0.007701170698471302,3.729496402877698,0.0
0.008258989670012647,3.7330935251798563,0.0
0.008832786812154342,3.7366906474820145,0.0
0.009441735169940336,3.7402877697841728,0.0
0.010083241794484625,3.743884892086331,0.0
0.010748186240954536,3.7474820143884893,0.0
0.011444921180204197,3.7510791366906475,0.0
0.012172871157747032,3.7546762589928058,0.0
0.012906112326585265,3.758273381294964,0.0
0.013703873426925866,3.7618705035971223,0.0
0.01450989482850263,3.7654676258992805,0.0
0.015360077076304412,3.7690647482014388,0.0
0.016236257441627697,3.772661870503597,0.0
0.017153588510119323,3.7762589928057553,0.0
0.018108812911045578,3.7798561151079135,0.0
0.019091822511630576,3.783453237410072,0.0
0.020127988354466397,3.78705035971223,0.0
0.021199295146585907,3.7906474820143883,0.0
0.022293421438986053,3.7942446043165465,0.0
0.023436337432922175,3.797841726618705,0.0
0.024673373927626,3.801438848920863,0.0
0.025897896933255945,3.8050359712230213,0.0
0.02717311173516056,3.80863309352518,0.0
0.028528561540268758,3.8122302158273382,0.0
0.02993993638050485,3.8158273381294965,0.0
0.03137865563865756,3.8194244604316547,0.0
0.032873265671827294,3.823021582733813,0.0
0.034451821695611846,3.8266187050359712,0.0
0.03603255292602716,3.8302158273381295,0.0
0.037758054243328676,3.8338129496402877,0.0
0.039498611390307366,3.837410071942446,0.0
0.041328980639742455,3.8410071942446042,0.0
0.04323486648564628,3.8446043165467625,0.0
0.04524462308392325,3.8482014388489207,0.0
0.0473023101822807,3.851798561151079,0.0
