Charge_Capacity(Ah),Voltage(V),Cycle_Number
0.001,3.6,0.0
0.001,3.6035971223021583,0.0
0.001,3.6071942446043166,0.0
0.001,3.610791366906475,0.0
0.001,3.614388489208633,0.0
0.001,3.6179856115107913,0.0
0.001,3.6215827338129496,0.0
0.001,3.625179856115108,0.0
0.001,3.628776978417266,0.0
0.001,3.6323741007194243,0.0
0.001,3.6359712230215826,0.0
0.001,3.639568345323741,0.0
0.001,3.6431654676258995,0.0
0.001,3.646762589928058,0.0
0.001,3.650359712230216,0.0
0.001,3.6539568345323743,0.0
0.001,3.6575539568345325,0.0
0.001127992101333806,3.661151079136691,0.0
0.0013233950552558273,3.664748201438849,0.0
0.0015297880028143712,3.6683453237410073,0.0
0.001753944021753891,3.6719424460431656,0.0
0.001996475792829552,3.675539568345324,0.0
0.0022546463713037585,3.679136690647482,0.0
0.0025346192183174306,3.6827338129496403,0.0
0.0028266383382403674,3.6863309352517986,0.0
0.003135963732689353,3.689928057553957,0.0
0.003471140850850549,3.693525179856115,0.0
0.0038100714601603317,3.6971223021582733,0.0
0.004186361918359185,3.7007194244604316,0.0
0.0045617768647425875,3.70431654676259,0.0
0.004966862543432072,3.707913669064748,0.0
0.005400221806506456,3.7115107913669063,0.0
0.005850037709574928,3.7151079136690646,0.0
0.006319143881067362,3.718705035971223,0.0
0.006805943837439692,3.722302158273381,0.0
0.007324412082159462,3.7258992805755398,0.0
0.007862022496693459,3.729496402877698,0.0
0.008421583514347235,3.7330935251798563,0.0
0.009014147642348128,3.7366906474820145,0.0
0.009619801803827545,3.7402877697841728,0.0
0.010276643447370117,3.743884892086331,0.0
0.01093903083106653,3.7474820143884893,0.0
0.011633996125991196,3.7510791366906475,0.0
0.012362376014000488,3.7546762589928058,0.0
0.01311385062562422,3.758273381294964,0.0
0.013900948501263164,3.7618705035971223,0.0
0.014719772208786472,3.7654676258992805,0.0
0.015571583983562724,3.7690647482014388,0.0
0.01646537784996908,3.772661870503597,0.0
0.017385467300193788,3.7762589928057553,0.0
0.018335855915534948,3.7798561151079135,0.0
0.01933847096963368,3.783453237410072,0.0
0.02035285905899165,3.78705035971223,0.0
0.0214322833359792,3.7906474820143883,0.0
0.02254126815961212,3.7942446043165465,0.0
0.023708452161992518,3.797841726618705,0.0
0.02493456886077368,3.801438848920863,0.0
0.026144686422459158,3.8050359712230213,0.0
0.02745701322607926,3.80863309352518,0.0
0.02881385578029149,3.8122302158273382,0.0
0.03021267890253596,3.8158273381294965,0.0
0.03165279621618412,3.8194244604316547,0.0
0.033158056891273054,3.823021582733813,0.0
0.03473020400221894,3.8266187050359712,0.0
0.03637410931593964,3.8302158273381295,0.0
0.03805902073972423,3.8338129496402877,0.0
0.03982969159265392,3.837410071942446,0.0
0.041628726533846125,3.8410071942446042,0.0
0.04352598210819939,3.8446043165467625,0.0
0.045538619694414986,3.8482014388489207,0.0
0.0476336990687137,3.851798561151079,0.0
